"aspect ratio","audience score","box office (gross usa)","cast","director","distributor","genre","original language","producer","production co","rating","release date (streaming)","release date (theaters)","rerelease date (theaters)","runtime","sound mix","synopsis","title","tomatometer","url","view the collection","writer"
,"62",,"Robert Taylor, Eleanor Powell, Judy Garland","Roy Del Ruth","Metro-Goldwyn-Mayer","Musical, Comedy","English","Jack Cummings","Metro-Goldwyn-Mayer",,"Jan 1 2008","Aug 20 1937, original",,"1h 50m",,"Wealthy Caroline Whipple backs a musical revue by handsome young Steve Raleigh (Robert Taylor). By coincidence, when Mrs. Whipple decides to sell Stargazer, her underachieving racehorse, Sally Lee (Eleanor Powell), who raised the horse, turns out to be a talented dancer in search of work. Frustrated by Steve's attraction to Sally and plans to star her in the show, Mrs. Whipple pulls her support, leaving Steve, Sally and dancer Sonny Ledford dependent on Stargazer's performance.","Broadway Melody of 1938","100","https://www.rottentomatoes.com/m/broadway_melody_of_1938",,"Jack McGowan"
,"93",,"Michel Côté, Marc-André Grondin, Danielle Proulx","Jean-Marc Vallée",,"Drama","French (Canada)",,"Téléfilm Canada",,"Jun 3 2022","May 27 2005, original",,"2h 7m",,"Teenager Zachary Beaulieu is confused about his sexuality and is in conflict with his Canadian-Catholic upbringing which alienates his father Gervais and confuses his mother Laurianne. Forcing himself to like girls, Zachary also has to cope with his older brothers, who don't make his life any easier but when he finally accepts his true feelings, will his family still accept him?","C.R.A.Z.Y.","100","https://www.rottentomatoes.com/m/crazy",,"Jean-Marc Vallée, François Boulay"
,"83",,"Sergey Bodrov ml., Viktor Sukhorukov, Svetlana Pismichenko","Aleksey Balabanov",,"Crime, Drama, Action","Russian",,"New World",,"Feb 8 2017",,,"1h 39m",,"After finishing his military service, young Danila Bagrov (Sergey Bodrov ml.) seeks help from his older brother (Viktor Sukhorukov), a gangster in St. Petersburg, who puts him to work as a hired gun. Danila kills a Chechen crime boss and is wounded in the attack. He is pursued by the man's cohorts and goes on the run, but finds time to enjoy the city's nightlife and have some romantic adventures. However, as his new identity solidifies, Danila begins to question who he has become.","Brother","100","https://www.rottentomatoes.com/m/brother_1997",,"Aleksey Balabanov"
,"56",,"Dwayne Bartholomew, Kristina Guerrero, Nathan Sapsford","J. Rick Castaneda",,"Comedy, Drama","English","Doug Spice, Stacey Wilson, Sonia Pineda, John Ross","Psychic Bunny",,"May 7 2016",,,"1h 31m",,"Franklin, a successful wine salesman, hates his life and knows that his girlfriend has been cheating on him. When he meets the other man -- who turns out to be a terrific person -- Franklin decides it is time to let go of baggage.","Cement Suitcase","100","https://www.rottentomatoes.com/m/cement_suitcase",,"J. Rick Castaneda"
,"81",,"Wendell B. Harris Jr., Angela Leslie, Aminaa Fakir","Wendell B. Harris Jr.",,"Biography","English","Dan Lawton","Gathsemane 84","R","Jun 20 2016","Apr 24 1991, limited",,"1h 35m",,"Detroiter William Douglas Street (Wendell B. Harris Jr.) poses as a Harvard doctor, Time reporter, African exchange student.","Chameleon Street","100","https://www.rottentomatoes.com/m/chameleon_street",,"Wendell B. Harris Jr."
,"91",,"José Mourinho, Gary Lineker, Alan Shearer","Gabriel Clarke, Torquil Jones",,"Documentary","English (United Kingdom)","Victoria Barrell, Torquil Jones, John McKenna",,,"Jun 2 2018",,,"1h 44m",,"A portrait of English soccer manager Bobby Robson.","Bobby Robson: More Than a Manager","100","https://www.rottentomatoes.com/m/bobby_robson_more_than_a_manager",,"Gabriel Clarke"
,"84","$218.6K","Tom Hanks, John Mayer, David McCullough","Doug Nichol","Gravitas Ventures","Documentary","English","John Benet, Doug Nichol, Nion McEvoy","American Buffalo Pictures",,"Oct 20 2017","Aug 18 2017, limited",,"1h 43m",,"A look at the people who remain loyal to the typewriter as a tool and muse, and a portrait of California Typewriter, a typewriter service and sales company in Berkeley that has been in business since 1949.","California Typewriter","100","https://www.rottentomatoes.com/m/california_typewriter_2017",,
,"84","$29.0K","Barbie Kyagulanyi, Robert Kyagulanyi Ssentamu, Christopher Sharp","Christopher Sharp, Moses Bwayo","National Geographic Documentary Films","Documentary, Biography","English","Christopher Sharp, John Battsek","Bleat Post Production, Ventureland, Southern Films","PG-13 (Thematic Elements|Strong Violent Content|Bloody Images)","Oct 6 2023","Jul 28 2023, limited",,"1h 54m",,"This gripping documentary charts the inspiring activism of Bobi Wine, the pop star-turned-politician seeking to end Uganda's brutal dictatorship. Rising from the ghetto slums of Kampala to be one of the country's most beloved superstars, Bobi begins to use his music to call out corruption, then becomes an Independent Member of Parliament to defend the rights of his people. The country's institutions are controlled by President Museveni, an autocratic tyrant who has held power since 1986. Bobi and his wife Barbie choose to risk their careers, their family, and their lives to challenge him and bring democracy to their country. But the state is determined to silence not only them, but anyone who supports their cause.","Bobi Wine: The People's President","100","https://www.rottentomatoes.com/m/bobi_wine_the_peoples_president",,
,"31",,"Gerard Kennedy, Andrew Daddo, Ian Smith","Philip Brophy",,"Horror","English","Rod Bishop, Daniel Scharf","Film Victoria, Australian Film Commission",,"Sep 13 2017",,,"1h 24m","Stereo Surround","A mad scientist's (Ian Smith) vitamin pill causes horrific side-effects in its suburbanite consumers.","Body Melt","100","https://www.rottentomatoes.com/m/body_melt",,"Rod Bishop, Philip Brophy"
,"",,"Melody C. Miller, Melody C. Miller, Jerry Heverly","Melody C. Miller",,"Documentary","English","Jerry Heverly",,,"Apr 24 2020",,,"1h 33m",,"A group of survivors of child sex trafficking work together to fight for the rights of victims.","California's Forgotten Children","100","https://www.rottentomatoes.com/m/californias_forgotten_children",,"Melody C. Miller"
"Flat (1.85:1)","87","$40.5K","Marguerite Bouchard, Rose Adam, Romane Denis","Sophie Lorain","Comedy Dynamics","Comedy","French (Canada)","Martin Paul-Hus","Amérique Film","R (Sexual Content|Drinking|Language|Drug Use)","Jun 4 2019","Mar 29 2019, limited",,"1h 32m","Stereo","Three teenage girls get their first taste of freedom when they apply for part-time summer jobs to meet guys.","Charlotte Has Fun","100","https://www.rottentomatoes.com/m/slut_in_a_good_way",,"Catherine Léger"
,"",,"Sandeep Varanasi, Rag Mayur, Trishara","Praveen Kandregula",,"Comedy, Drama","Telugu","Krishna D.K., Raj Nidimoru","A D2R Indie, D2R Films",,"May 14 2021",,,"1h 38m",,"A struggling rickshaw driver's life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers.","Cinemabandi","100","https://www.rottentomatoes.com/m/cinemabandi",,"Praveen Kandregula, Vasanth Maringanti, Krishna Prathyusha"
,"73",,"Bruno Ganz, Hanna Schygulla, Jean Carmet","Volker Schlöndorff",,"Drama","English",,"Artémis Productions, Argos Films, Hessischer Rundfunk, Bioskop Film","R","Mar 14 2017",,,"1h 50m",,"Georg (Bruno Ganz), a German journalist, flees his unhappy marriage by throwing himself into another war zone. Arriving in bombed-out Beirut at the break of the Lebanese Civil War, Georg and photographer Hoffman (Jerzy Skolimowski) interview locals, dodge explosions and debate the war with other members of the foreign press. When Georg starts an affair with the compassionate Ariane (Hanna Schygulla), she questions his personal ethics: Is Georg a noble humanitarian or a sucker for suffering?","Circle of Deceit","100","https://www.rottentomatoes.com/m/die_falschung_1981",,
,"",,"Rachel Boynton, Erika Dilday, Rachel Boynton","Rachel Boynton",,"Documentary","English","Erika Dilday, Rachel Boynton",,,"Jun 17 2021","Sep 17 2021, limited",,"1h 40m",,"Urgent and complex, CIVIL WAR (OR, WHO DO WE THINK WE ARE) travels across the United States, exploring how Americans tell the story of their Civil War. Filmed from President Obama's final year in office through the present, it interweaves insightful scenes and touching interviews filmed North and South, painting a uniquely crafted, multi-faceted portrait of the American psyche and the deep roots of its turbulent times. With delicacy and strength, subtlety and determination, CIVIL WAR lays bare a nation in denial, haunted by an embittered past and the stories it refuses to tell.","Civil War (Or, Who Do We Think We Are)","100","https://www.rottentomatoes.com/m/civil_war",,
,"67",,"Denis Mukwege Mukengere, Christine Schuler-Deschryver, V","Madeleine Gavin",,"Documentary","English","Allyson Luchak","Impact Partners",,"Sep 7 2018",,,"1h 14m",,"Congolese doctor Dr. Denis Mukwege, playwright Eve Ensler, and a charismatic Congolese human rights activist join forces to create a safe haven for women survivors in the middle of violence-torn Eastern Congo.","City of Joy","100","https://www.rottentomatoes.com/m/city_of_joy_2018",,"Madeleine Gavin"
,"",,"Sean Penn, Cécile Accilien, Anderson Cooper","Don Hardy",,"Documentary","English","Don Hardy, Shawn Dailey","KTF Films",,"May 6 2021",,,"1h 33m",,"Citizen Penn chronicles the moment Sean Penn and a team of volunteers landed in Haiti just days after a 7.0 earthquake struck in 2010 and the ten years since, offering viewers an intimate, honest, and self-reflective look into the triumphs and challenges of a man who decided to do something. He got involved in a way few celebrity activists ever will. Viewers can decide for themselves whether Haiti is better off for it.","Citizen Penn","100","https://www.rottentomatoes.com/m/citizen_penn",,"Don Hardy"
,"68",,"Paul Le Mat, Candy Clark, Ann Wedgeworth","Jonathan Demme",,"Comedy","English","Shep Fields","Paramount Pictures, The Fields Company","PG","Jan 6 2017","May 18 1977, limited",,"1h 38m",,"A truck driver nicknamed Chrome Angel (Charles Napier) gets into an accident while passing through a small town. Spider (Paul Le Mat), a repairman, picks up Chrome Angel's distress call over his CB radio, and rescues him. The only problem is that Chrome Angel is a bigamist, and now his two wives (Marcia Rodd, Ann Wedgeworth) have both arrived on the scene. Spider also has his own set of problems, and is caught up in a feud with the local priest (Ed Begley Jr.).","Citizens Band","100","https://www.rottentomatoes.com/m/citizens_band",,"Paul Brickman"
,"77",,"Marc Levin, Nancy Abraham","Marc Levin",,"Documentary","English","Nancy Abraham","Blowback Productions",,"Nov 7 2016",,,"1h 15m",,"Filmmaker Marc Levin examines income inequality and gentrification in Chelsea, N.Y.","Class Divide","100","https://www.rottentomatoes.com/m/class_divide_2016",,
,"74",,"Sandra Pankhurst, Lachlan Mcleod, Nick Batzias","Lachlan Mcleod","Gravitas Ventures","Documentary","English (Australia)","David Elliot-Jones, Charlotte Wheaton, Nick Batzias","Good Thing Productions, In The Air, Walking Fish Productions",,"Jun 23 2023","Jun 23 2023, limited",,"1h 32m",,"Trauma cleaners clean spaces that no one else will touch -- hoarder sites, meth-labs, murder scenes, deaths and suicides. They clean the homes of some of society's most vulnerable people -- the neglected, the lonely, the addicted, and the mentally unwell. When illness forces her away from her beloved trauma cleaning business, Sandra Pankhurst faces up to her traumatic past and begins a search for her birth mother. Meanwhile, her workers approach this difficult work with camaraderie and humor, bringing hope to their clients despite carrying trauma of their own. Clean shows us that life is more fragile than we might think, but there is hope and reassurance in human connection.","Clean","100","https://www.rottentomatoes.com/m/clean_2022_2",,
,"78",,"Peter Richardson, Peter Richardson, Melody Korenbrot","Peter Richardson",,"Documentary","English","Peter Richardson",,,"Jan 8 2017",,,"1h 12m",,"In 1959, Philomath High School established a scholarship fund that used timber profits to send graduates to Oregon State University. When founder Ray Clemens died, nephew Steve Lowther took charge. Unhappy with what he saw as the school's increasingly liberal bias, he threatened to take away the scholarship. Local citizens resented outside interference from newcomers, setting off a culture clash. This documentary examines the conflict as a microcosm of larger culture wars between left and right.","Clear Cut: The Story of Philomath, Oregon","100","https://www.rottentomatoes.com/m/10006433-clear_cut",,
,"100",,"Dan Aykroyd, Ernie Hudson, Ivan Reitman","Anthony Bueno",,"Documentary","English",,"Bueno Productions",,"Jun 13 2020",,,"2h 7m",,"The definitive documentary on the making of ""Ghostbusters"" charts the record-setting comedy that changed the film industry forever. Interviews with Dan Aykroyd, Harold Ramis, Ernie Hudson and more accompany never-before-seen archive material.","Cleanin' Up the Town: Remembering Ghostbusters","100","https://www.rottentomatoes.com/m/cleanin_up_the_town_remembering_ghostbusters",,"Claire Bueno"
,"99","$178.5K","Gregor J.M. Weber, Pieter Roelofs, Abbie Vandivere","Suzanne Raes","Kino Lorber","Documentary","Dutch","Ilja Roomans","Docmakers, NTR Television",,"Jul 11 2023","May 26 2023, limited",,"1h 18m",,"Go behind the scenes of the largest Vermeer exhibition ever mounted, now on view at the Rijksmuseum in Amsterdam. Capturing the imagination of the art world -- with glowing reviews, global publicity, and tickets sold out through the entirety of its run -- the Rijksmuseum's Vermeer retrospective is nothing short of an historic event. Suzanne Raes's film follows curators, conservators, collectors, and experts in their joint mission to shine a new light on the elusive Dutch Master. This fascinating documentary reveals everything from the quiet diplomacy required to get the Vermeers to the Netherlands and the new technical knowledge gained by scanning the paintings layer by layer, to the shocking news that one work may not be by Vermeer after all. In the process, we discover how Vermeer was able to depict reality so differently from his contemporaries. But above all, Close to Vermeer shows the infectious love Vermeer's art inspires. As one curator lovingly puts it: ""A good exhibition should change your view of the world. Vermeer can really do that.""","Close to Vermeer","100","https://www.rottentomatoes.com/m/close_to_vermeer",,"Suzanne Raes"
,"",,"Tanmay Dhanania, Joyraj Bhattacharya, Sumeet Thakur","Ronny Sen",,"Drama","Bangla",,,,"Jun 19 2020",,,"1h 34m","Dolby Digital","Desperate addicts search for their heroin fix on a rainy night in Kolkata, India.","Cat Sticks","100","https://www.rottentomatoes.com/m/cat_sticks",,
,"54",,"Walter Michael Bost, Tim Chiou, Chris Dinh","Viet Nguyen",,"Comedy, Horror, Mystery & thriller","English","Jimmy Tsai, Aya Tanimura",,,"Aug 17 2016",,,"1h 20m",,"A pair of thieves become trapped in a serial killer's house.","Crush the Skull","100","https://www.rottentomatoes.com/m/crush_the_skull",,"Viet Nguyen, Chris Dinh"
