"aspect ratio","audience score","box office (gross usa)","cast","director","distributor","genre","original language","producer","production co","rating","release date (streaming)","release date (theaters)","rerelease date (theaters)","runtime","sound mix","synopsis","title","tomatometer","url","view the collection","writer"
"Scope (2.35:1)","89","$76.3M","Denzel Washington, Ethan Hawke, Scott Glenn","Antoine Fuqua","Warner Bros. Pictures","Crime, Drama, Mystery & thriller","English","Jeffrey Silver, Bobby Newmyer","NPV Entertainment, Village Roadshow Prod.","R (Drug Content|Brief Nudity|Pervasive Language|Strong Brutal Violence)","Jun 22 2010","Oct 5 2001, wide",,"2h 0m","Dolby SR DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital","Police drama about a veteran officer who escorts a rookie on his first day with the LAPD's tough inner-city narcotics unit. ""Training Day"" is a blistering action drama that asks the audience to decide what is necessary, what is heroic and what crosses the line in the harrowing gray zone of fighting urban crime. Does law-abiding law enforcement come at the expense of justice and public safety? If so, do we demand safe streets at any cost?","Training Day","74","https://www.rottentomatoes.com/m/training_day",,"David Ayer"
,"43",,"Rooney Mara, Jason Segel, Robert Redford","Charlie McDowell",,"Romance, Sci-fi, Mystery & thriller","English","Alex Orlovsky, James D. Stern, Hunter Gray","Verisimilitude, Netflix, Endgame Entertainment",,"Apr 1 2017",,,"1h 50m",,"In the near future, due to a breakthrough scientific discovery by Dr. Thomas Harbor, there is now definitive proof of an afterlife. While countless people have chosen suicide to reset their existence, others try to decide what it all means. Among them is Dr. Harbor's son Will, who has arrived at his father's isolated compound with a mysterious young woman named Isla. There, they discover the strange acolytes who help Dr. Harbor with his experiments.","The Discovery","46","https://www.rottentomatoes.com/m/the_discovery_2017",,"Justin Lader, Charlie McDowell"
,"79",,"Hero Fiennes Tiffin, Josephine Langford, Louise Lombard","Castille Landon","Voltage Pictures","Drama, Romance","English","Jennifer Gibgot, Brian Pitt, Aron Levitz, Nicolas Chartier, Courtney Solomon, Mark Canton","Voltage Pictures, Wattpad","R","Oct 3 2023","Sep 13 2023, limited",,"1h 35m",,"The film finds Tessa and Hardin living separate lives after Hardin published his revealing book without her knowledge. Alone in England, Hardin retreats into drinking and other harmful habits. To make things worse, he's suffering from writer's block and may have to return his sizeable advance if he doesn't finish a new manuscript, soon. Rather than give in to his demons, Hardin starts to realize that the only way to move forward--and have any chance of winning back Tessa--is to right wrongs from his past. He travels to Portugal to visit Natalie, a woman he once treated terribly. By spending time with Natalie and realizing she has moved on, Hardin is finally able to forgive himself and envision a bright future with the woman he loves. Meanwhile, back in the States, Landon and Nora prepare for their upcoming wedding--where Tessa and Hardin will be in attendance. Can the couple who have been through it all forgive each other and make the ultimate commitment?","After Everything","","https://www.rottentomatoes.com/m/after_everything_2023",,"Castille Landon, Anna Todd"
,"62",,"Rafe Spall, Rob James-Collier, Arsher Ali","David Bruckner",,"Horror","English","Jonathan Cavendish, Richard Holmes, Andy Serkis","Entertainment One",,"Feb 9 2018",,,"1h 34m",,"Reuniting after the tragic death of their friend, four college pals set out to hike through the Scandinavian wilderness. A wrong turn leads them into the mysterious forests of Norse legend, where an ancient evil exists and stalks them at every turn.","The Ritual","74","https://www.rottentomatoes.com/m/the_ritual_2017",,"Joe Barton"
,"94","$6.8M","Fiona Palomo, Milo Manheim, Lecrae","Adam Anders","Affirm Films","Kids & family, Holiday, Musical","English","Brandt Andersen, Adam Anders, Ryan Busse, Stephen Meinen, Alan Powell, Steve Barnett","SPACE + ART Entertainment, Affirm Films, Monarch Media, Anders Media, Story Collective","PG","Dec 8 2023","Nov 10 2023, wide",,"1h 38m",,"A young woman carrying an unimaginable responsibility. A young man torn between love and honor. A jealous king who will stop at nothing to keep his crown. This live-action Christmas musical adventure for the entire family weaves classic Christmas melodies with humor, faith and new pop songs in a retelling of the greatest story ever told, the story of Mary and Joseph and the birth of Jesus. A unique new entry into the collection of holiday classic movies, this epic Christmas musical is unlike any before it.","Journey to Bethlehem","75","https://www.rottentomatoes.com/m/journey_to_bethlehem",,"Adam Anders, Peter Barsocchini"
,"35",,"Adam DeVine, Pierce Brosnan, Ellen Barkin","Tyler Spindel","Netflix","Comedy, Crime","English","Adam DeVine, Adam Sandler","Happy Madison Productions","R (Violence|Brief Drug Use|Sexual Material|Language Throughout)","Jul 7 2023","Jun 30 2023, limited",,"1h 35m","Dolby Digital","Owen Browning (Adam Devine) is a straight-laced bank manager about to marry the love of his life, Parker (Nina Dobrev). When his bank is held up by the infamous Ghost Bandits during his wedding week, he believes his future in-laws (Pierce Brosnan, Ellen Barkin) who just arrived in town, are the infamous Out-Laws.","The Out-Laws","21","https://www.rottentomatoes.com/m/the_out_laws",,"Evan Turner, Ben Zazove"
"Digital 2.39:1","71",,"Chris Hemsworth, Rudhraksh Jaiswal, Randeep Hooda","Sam Hargrave","Netflix","Action, Mystery & thriller","English","Eric Gitter, Chris Hemsworth, Mike Larocca, Joe Russo, Anthony Russo","T.G.I.M Films, India Take One Productions, Thematic Entertainment, AGBO","R (Strong Bloody Violence|Language|Brief Drug Use)","Apr 25 2020",,,"1h 57m","Dolby Atmos","A black-market mercenary who has nothing to lose is hired to rescue the kidnapped son of an imprisoned international crime lord. But in the murky underworld of weapons dealers and drug traffickers, an already deadly mission approaches the impossible.","Extraction","67","https://www.rottentomatoes.com/m/extraction_2020",,"Joe Russo"
,"80",,"Hugh Bonneville, Sally Hawkins, Julie Walters","Paul King","Weinstein Co.","Kids & family, Comedy, Adventure","English","David Heyman","TF1 Films Production, Heyday Films, Anton Capital Entertainment, StudioCanal","PG (Rude Humor|Mild Action)","Nov 30 2016","Jan 16 2015, wide",,"1h 35m","Dolby Digital","After a deadly earthquake destroys his home in Peruvian rainforest, a young bear (Ben Whishaw) makes his way to England in search of a new home. The bear, dubbed ""Paddington"" for the london train station, finds shelter with the family of Henry (Hugh Bonneville) and Mary Brown (Sally Hawkins). Although Paddington's amazement at urban living soon endears him to the Browns, someone else has her eye on him: Taxidermist Millicent Clyde (Nicole Kidman) has designs on the rare bear and his hide.","Paddington","97","https://www.rottentomatoes.com/m/paddington_2014",,"Paul King"
"Scope (2.35:1)","45","$13.7M","Bradley Cooper, Sienna Miller, Omar Sy","John Wells","Weinstein Co.","Drama","English","Stacey Sher, Erwin Stoff, John Wells","Shiny Penny Productions, Battle Mountain Films, 3 Arts Entertainment","R (Language Throughout)","Mar 2 2017","Oct 30 2015, wide",,"1h 40m","Dolby Digital","Adam Jones (Bradley Cooper) was once a top chef in Paris until drugs and alcohol led to a meltdown that put his career on hold. After moving from New Orleans to London, Adam gets a shot at redemption when his former maitre d' (Daniel Brühl) reluctantly hires him as the head chef of his fine-dining restaurant. Demanding perfection from his newly formed staff (Sienna Miller, Omar Sy), the acerbic and temperamental Jones gets a second chance to fulfill his dream of earning a third Michelin star.","Burnt","28","https://www.rottentomatoes.com/m/burnt",,"Steven Knight"
,"60","$119.2M","Will Ferrell, Mark Wahlberg, Eva Mendes","Adam McKay","Sony Pictures Entertainment","Comedy, Action","English","Will Ferrell, Adam McKay, Jimmy Miller","Mosaic, Gary Sanchez Productions","PG-13 (Language|Crude and Sexual Content|Some Drug Material|Violence)","May 1 2012","Aug 6 2010, original",,"1h 47m","SDDS Dolby Digital, DTS","Unlike their heroic counterparts on the force, desk-bound NYPD detectives Gamble (Will Ferrell) and Hoitz (Mark Wahlberg) garner no headlines as they work day to day. Gamble relishes his job as a paper pusher, but Hoitz is itching to get back on the street and make a name for himself. When a seemingly minor case turns out to be a big deal, the two cops get the opportunity to finally prove to their comrades that they have the right stuff.","The Other Guys","79","https://www.rottentomatoes.com/m/other_guys",,"Adam McKay, Chris Henchy"
"Scope (2.35:1)","72","$13.3M","Karl Urban, Olivia Thirlby, Lena Headey","Pete Travis","Lionsgate Films","Action, Sci-fi","English","Andrew Macdonald, Allon Reich, Alex Garland, Jason Kingsley, Chris Kingsley","DNA Films","R (Language|Drug Use|Some Sexual Content|Strong Bloody Violence)","Sep 2 2014","Sep 21 2012, wide",,"1h 36m","Datasat Dolby Digital","Mega City One is a vast, violent metropolis where felons rule the streets. The only law lies with cops called ""judges,"" who act as judge, jury and executioner, and Dredd (Karl Urban) is one of the city's most feared. One day, Dredd is partnered with Cassandra (Olivia Thirlby), a rookie with powerful psychic abilities. A report of a terrible crime sends Dredd and Cassandra to a dangerous area controlled by Ma-Ma (Lena Headey), a drug lord who will stop at nothing to protect her empire.","Dredd","80","https://www.rottentomatoes.com/m/dredd",,"Alex Garland"
,"55","$45.1M","Jeff Bridges, Meryl Streep, Brenton Thwaites","Phillip Noyce","Weinstein Co.","Drama, Action, Sci-fi","English","Nikki Silver, Jeff Bridges, Neil Koenigsberg","Tonik, As Is Productions","PG-13 (Sci-Fi Action and Violence|A Mature Thematic Image)","Nov 14 2014","Aug 15 2014, wide",,"1h 37m",,"Jonas (Brenton Thwaites) lives in a seemingly idyllic world of conformity and contentment. When he begins to spend time with The Giver (Jeff Bridges), an old man who is the sole keeper of the community's memories, Jonas discovers the dangerous truths of his community's secret past. Armed with the power of knowledge, Jonas realizes that he must escape from their world to protect himself and those he loves -- a challenge no one has ever completed successfully.","The Giver","35","https://www.rottentomatoes.com/m/the_giver",,"Michael Mitnick, Robert B. Weide"
,"80",,"Ali Wong, Randall Park, Keanu Reeves","Nahnatchka Khan","Netflix","Romance, Comedy","English","Nathan Kahane, Erin Westerman, Ali Wong, Randall Park","Netflix","PG-13 (Drug Use/References|Sexual Content|Language)","May 31 2019","May 31 2019, limited",,"1h 42m",,"Childhood sweethearts have a falling out and don't speak for 15 years. They reconnect as adults when Sasha runs into Marcus in San Francisco. Although the old sparks are still there, the couple live in different worlds.","Always Be My Maybe","89","https://www.rottentomatoes.com/m/always_be_my_maybe_2019",,"Ali Wong, Randall Park, Michael Golamco"
,"85",,"Lana Condor, John Corbett, Noah Centineo","Susan Johnson",,"Romance, Drama","English","Dougie Cash, Matthew Kaplan, James Lassiter, Brian Robbins, Will Smith","Awesomeness Films, Overbrook Entertainment","TV14","Aug 17 2018",,,"1h 39m",,"A teenage girl's love letters are exposed and wreak havoc on her life.","To All the Boys I've Loved Before","96","https://www.rottentomatoes.com/m/to_all_the_boys_ive_loved_before",,"Sofía Álvarez"
"Scope (2.35:1)","96",,"Andrew Garfield, Alexandra Shipp, Vanessa Hudgens","Lin-Manuel Miranda","Netflix","Musical, Drama, Biography","English","Brian Grazer, Ron Howard, Lin-Manuel Miranda, Julie Oh","5000 Broadway Productions, Imagine Entertainment","PG-13 (Some Strong Language|Drug References|Some Suggestive Material)","Nov 19 2021","Nov 12 2021, limited",,"1h 55m","Dolby Atmos Dolby Digital","Pulitzer Prize and Tony Award winner Lin-Manuel Miranda makes his feature directorial debut with tick, tick...BOOM!, an adaptation of the autobiographical musical by Jonathan Larson, who revolutionized theater as the creator of Rent. The film follows Jon (Academy Award nominee and Tony Award winner Andrew Garfield), a young theater composer who's waiting tables at a New York City diner in 1990 while writing what he hopes will be the next great American musical. Days before he's due to showcase his work in a make-or-break performance, Jon is feeling the pressure from everywhere: from his girlfriend Susan, who dreams of an artistic life beyond New York City; from his friend Michael, who has moved on from his dream to a life of financial security; amidst an artistic community being ravaged by the AIDS epidemic. With the clock ticking, Jon is at a crossroads and faces the question everyone must reckon with: What are we meant to do with the time we have? tick, tick...BOOM!","Tick, Tick... Boom!","88","https://www.rottentomatoes.com/m/tick_tick_boom",,"Steven Levenson"
,"67",,"Noomi Rapace, Willem Dafoe, Glenn Close","Tommy Wirkola",,"Sci-fi, Action","English","Raffaella De Laurentiis, Fabrice Gianfermi, Philippe Rousselet","Vendome Pictures",,"Feb 8 2019",,,"2h 3m",,"In a world where families are allowed only one child due to overpopulation, resourceful identical septuplets must avoid governmental execution and dangerous infighting while investigating the disappearance of one of their own.","What Happened to Monday","59","https://www.rottentomatoes.com/m/what_happened_to_monday",,"Max Botkin, Kerry Williamson"
,"17",,"Theo James, Forest Whitaker, Kat Graham","David M. Rosenthal",,"Sci-fi, Mystery & thriller, Action, Adventure","English","Tai Duncan, Kelly McCormick, Patrick Newall",,"TVMA","Jul 13 2018",,,"1h 53m",,"In the midst of an apocalypse, a man struggles to reach his pregnant wife, who is thousands of miles away.","How It Ends","17","https://www.rottentomatoes.com/m/how_it_ends",,"Brooks McLaren"
"Flat (1.85:1)","89",,"Abbi Jacobson, Danny McBride, Maya Rudolph","Michael Rianda","Netflix","Kids & family, Comedy, Adventure, Animation, Action, Sci-fi","English","Phil Lord, Chris Miller, Kurt Albrecht","One Cool Film Production, Columbia Pictures, Lord Miller, Sony Pictures Animation","PG (Action and Some Language)","Apr 30 2021","Apr 23 2021, limited",,"1h 54m","Dolby Atmos Dolby Digital","Young Katie Mitchell embarks on a road trip with her proud parents, younger brother and beloved dog to start her first year at film school. But their plans to bond as a family soon get interrupted when the world's electronic devices come to life to stage an uprising. With help from two friendly robots, the Mitchells must now come together to save one another -- and the planet -- from the new technological revolution.","The Mitchells vs. the Machines","97","https://www.rottentomatoes.com/m/the_mitchells_vs_the_machines",,"Michael Rianda, Jeff Rowe"
"Scope (2.35:1)","50","$218.1M","Naomi Watts, Jack Black, Adrien Brody","Peter Jackson","Universal Pictures","Adventure, Action, Fantasy","English","Jan Blenkin, Carolynne Cunningham, Fran Walsh","Universal Pictures","PG-13 (Some Disturbing Images|Frightening Adventure Violence)","Oct 1 2015","Dec 14 2005, wide",,"3h 7m","Dolby SRD DTS, SDDS","Peter Jackson's expansive remake of the 1933 classic follows director Carl Denham (Jack Black) and his crew on a journey from New York City to the ominous Skull Island to film a new movie. Accompanying him are playwright Jack Driscoll (Adrien Brody) and actress Ann Darrow (Naomi Watts), who is whisked away by the monstrous ape, Kong, after they reach the island. The crew encounters dinosaurs and other creatures as they race to rescue Ann, while the actress forms a bond with her simian captor.","King Kong","84","https://www.rottentomatoes.com/m/king_kong",,"Merian C. Cooper, Edgar Wallace, Fran Walsh, Peter Jackson, Philippa Boyens"
,"44",,"Robert De Niro, Zac Efron, Aubrey Plaza","Dan Mazer","Lionsgate Films","Comedy","English","Jason Barrett, Bill Block, Barry Josephson, Michael Simkin","Bill Block Media, Josephson Entertainment, QED International","R (Drug Use|Crude Sexual Content|Graphic Nudity|Language)","Apr 26 2016","Jan 22 2016, wide",,"1h 42m","SDDS Dolby Digital, DTS","Uptight lawyer Jason Kelly (Zac Efron) is one week away from marrying his boss's controlling daughter, putting him on the fast track for a partnership at his firm. Tricked by his grandfather Dick (Robert De Niro), Jason finds himself driving the foulmouthed old man to Daytona Beach, Fla., for a wild spring break that includes frat parties, bar fights and an epic night of karaoke. While Jason worries about the upcoming wedding, Dick tries to show his grandson how to live life to the fullest.","Dirty Grandpa","10","https://www.rottentomatoes.com/m/dirty_grandpa",,"John Phillips"
,"78",,"Camila Mendes, Maya Hawke, Rish Shah","Jennifer Kaytin Robinson",,"Comedy, Mystery & thriller","English","Anthony Bregman, Peter Cron, Jennifer Kaytin Robinson","Likely Story",,"Sep 16 2022",,,"1h 58m",,"Drea (Camila Mendes) is at the peak of her high school powers as the Alpha it-girl on campus when her entire life goes up in flames after her sex tape gets leaked to the whole school, seemingly by her boyfriend and king of the school, Max (Austin Abrams). Eleanor (Maya Hawke) is an awkward new transfer student who is angered to find out that she now has to go to school with her old bully, Carissa (Ava Capri) who started a nasty rumor about her in summer camp when they were 13. After a clandestine run-in at tennis camp, Drea and Eleanor form an unlikely and secret friendship to get revenge on each other's tormentors.","Do Revenge","84","https://www.rottentomatoes.com/m/do_revenge",,"Celeste Ballard, Jennifer Kaytin Robinson"
,"62","$54.0M","Patrick Wilson, Rose Byrne, Barbara Hershey","James Wan","FilmDistrict","Horror, Mystery & thriller","English","Jason Blum, Steven Schneider, Oren Peli","Alliance, IM Global","PG-13 (Frightening Images|Brief Strong Language|Terror|Thematic Material|Violence)","Jun 3 2015","Apr 1 2011, wide",,"1h 41m","Dolby Digital","Parents (Patrick Wilson, Rose Byrne) take drastic measures when it seems their new home is haunted and their comatose son is possessed by a malevolent entity.","Insidious","67","https://www.rottentomatoes.com/m/insidious",,"Leigh Whannell"
"Scope (2.35:1)","72",,"Yalitza Aparicio, Marina de Tavira, Marco Graf","Alfonso Cuarón","Netflix","Drama","Spanish","Alfonso Cuarón, Gabriela Rodriguez, Nicolás Celis","Esperanto Filmoj, Participant Media","R (Language|Graphic Nudity|Some Disturbing Images)","Dec 15 2018","Nov 21 2018, limited",,"2h 15m","Dolby Atmos","Cleo is one of two domestic workers who help Antonio and Sofía take care of their four children in 1970s Mexico City. Complications soon arise when Antonio suddenly runs away with his mistress and Cleo finds out that she's pregnant. When Sofía decides to take the kids on vacation, she invites Cleo for a much-needed getaway to clear her mind and bond with the family.","Roma","96","https://www.rottentomatoes.com/m/roma_2018",,"Alfonso Cuarón"
"Flat (1.85:1)","82","$46.0M","Chloë Grace Moretz, Michael Peña, Jordan Bolger","Tim Story","Warner Bros. Pictures","Kids & family, Comedy","English","Christopher DeFaria","Turner Entertainment, King Features Syndicate, Warner Animation Group, Keylight Productions, Warner Bros. Animation, Hanna-Barbera Productions, Lin Pictures","PG (Cartoon Violence|Brief Language|Rude Humor)","Feb 26 2021","Feb 26 2021, wide",,"1h 41m","Dolby Digital DTS","One of the most beloved rivalries in history is reignited when Jerry moves into New York City’s finest hotel on the eve of “the wedding of the century,” forcing the event’s desperate planner to hire Tom to get rid of him, in director Tim Story’s “Tom and Jerry.”  The ensuing cat and mouse battle threatens to destroy her career, the wedding and possibly the hotel itself. But soon, an even bigger problem arises: a diabolically ambitious staffer conspiring against all three of them.","Tom & Jerry","30","https://www.rottentomatoes.com/m/tom_and_jerry",,"Kevin Costello"
,"33","$38.5M","Cameron Diaz, Jason Segel, Rob Corddry","Jake Kasdan","Sony Pictures Entertainment","Comedy","English","Todd Black, Jason Blumenthal, Steve Tisch","Escape Artists","R (Nudity|Language|Some Drug Use|Strong Sexual Content)","Oct 21 2014","Jul 18 2014, wide",,"1h 34m","Datasat SDDS, Dolby Digital","When Annie (Cameron Diaz) and Jay (Jason Segel) first meet, they have an instant and intense romantic connection. However, 10 years and two children later, the flames of passion have dimmed to dull embers. To bring back the spark, the couple decide to record themselves trying out every position in ""The Joy of Sex,"" which seems like a great idea at the time -- until they discover that their private recording has gone public via the Internet.","Sex Tape","16","https://www.rottentomatoes.com/m/sex_tape_2014",,"Kate Angelo, Jason Segel, Nicholas Stoller"
,"55",,"Jackie Chan, John Cena, Pilou Asbæk","Scott Waugh",,"Action, Adventure","English","Hans Canosa, Esmond Ren","XYZ Films, Huaxia Film Distribution, Changchun Film Studio, Flame Pictures Company, Epitome, Talent International Media",,"Jul 28 2023",,,"1h 42m",,"Two former soldiers face nonstop danger as they travel along one of the most dangerous roads in the world.","Hidden Strike","24","https://www.rottentomatoes.com/m/hidden_strike",,"Arash Amel"
,"88","$26.9M","Chris Hemsworth, Daniel Brühl, Olivia Wilde","Ron Howard","Universal Pictures","Drama, Action","English","Andrew Eaton, Eric Fellner, Brian Oliver, Peter Morgan, Brian Grazer, Ron Howard","Revolution, Imagine Entertainment, Working Title Films","R (Language|Brief Drug Use|Nudity|Sexual Content|Some Disturbing Images)","Jan 14 2014","Sep 27 2013, wide",,"2h 3m","Datasat SDDS, Dolby Digital","In the mid-1970s, charismatic English playboy James Hunt (Chris Hemsworth) and Austrian perfectionist Niki Lauda (Daniel Brühl) share an intense rivalry in Formula 1 racing. Driving vehicles that are little more than gas-filled, rolling bombs, Hunt and Lauda burn up the track, all the while pushing themselves to the breaking point of physical and mental endurance. Meanwhile, the women (Olivia Wilde, Alexandra Maria Lara) in their lives can only watch as both drivers risk death with every lap.","Rush","88","https://www.rottentomatoes.com/m/rush_2013",,"Peter Morgan"
,"43",,"Jennifer Garner, Ed Helms, Emma Myers","McG","Netflix","Kids & family, Comedy","English","Ben Everard, Jennifer Garner, Lawrence Grey, Nicole King, McG, Mary Viola","Grey Matter Productions, Talent One, Linden Entertainment","PG (Teen Partying|Language|Suggestive Material|Some Thematic Elements)","Nov 30 2023","Nov 30 2023, limited",,"1h 41m","Dolby Digital","Jess and Bill Walker are doing their best to keep their family connected as their children grow older, more independent, and more distant. When a chance encounter with an astrological reader causes the family to wake up to a full body switch, on the morning of the most important day of each of their lives, can the Walkers unite to land a promotion, college interview, record deal and soccer tryout?","Family Switch","41","https://www.rottentomatoes.com/m/family_switch",,"Chris Shafer, Victoria Strouse, Adam Sztykiel, Paul Vicknair"
"Flat (1.85:1)","79",,"Paul Giamatti, Kathryn Hahn, Kayli Carter","Tamara Jenkins","Netflix","Comedy, Drama","English","Stefanie Azpiazu, Anthony Bregman","Likely Story","R (Language|Strong Sexual Content|Some Graphic Nudity)","Oct 5 2018","Oct 5 2018, limited",,"2h 4m",,"A couple coping with infertility struggle to keep their marriage going as they navigate through the world of adoption and assisted reproduction.","Private Life","94","https://www.rottentomatoes.com/m/private_life_2018",,"Tamara Jenkins"
"Flat (1.85:1)","81","$125.5M","Julia Roberts, Albert Finney, Aaron Eckhart","Steven Soderbergh","Columbia Tristar, Universal Pictures","Drama","English","Danny DeVito, Michael Shamberg, Stacey Sher","Jersey Films","R (Language)","Feb 25 2014","Mar 17 2000, wide",,"2h 11m","Surround Dolby Digital, DTS, SDDS","Erin Brockovich (Julia Roberts) is a woman in a tight spot. Following a car accident in which Erin is not at fault, Erin pleads with her attorney Ed Masry (Albert Finney) to hire her at his law firm. Erin stumbles upon some medical records placed in real estate files. She convinces Ed to allow her to investigate, where she discovers a cover-up involving contaminated water in a local community which is causing devastating illnesses among its residents.","Erin Brockovich","85","https://www.rottentomatoes.com/m/erin_brockovich",,"Susannah Grant"
"35mm Scope (2.35:1)","73","$126.8M","Julia Roberts, Dermot Mulroney, Cameron Diaz","P.J. Hogan","TriStar Pictures, Columbia Tristar, Sony Pictures Entertainment","Romance, Comedy","English","Ronald Bass, Jerry Zucker","TriStar Pictures","PG-13","Jan 9 2014","Jun 20 1997, original",,"1h 45m","Surround Dolby Digital, SDDS","Childhood friends Julianne Potter (Julia Roberts) and Michael O'Neal (Dermot Mulroney) had a deal to marry each other if they were still single by age 28. Now, four days before her 28th birthday, O'Neil announces that he's marrying a gorgeous 20-year-old named Kimberly (Cameron Diaz). Suddenly realizing that she's actually in love with him, Julianne vows to stop the wedding at all costs. However, when she is appointed maid of honor, things get even more complex.","My Best Friend's Wedding","74","https://www.rottentomatoes.com/m/my_best_friends_wedding",,"Ronald Bass"
,"91",,"Adam Sandler, Rob Schneider, Dan Bulla","Steve Brill",,"Comedy, Stand-up",,,,"TVMA","Oct 23 2018",,,"1h 13m",,"","Adam Sandler: 100% Fresh","90","https://www.rottentomatoes.com/m/adam_sandler_100_fresh",,"Adam Sandler"
"Scope (2.35:1)","82",,"Amy Adams, Glenn Close, Gabriel Basso","Ron Howard","Netflix","Drama","English","Brian Grazer, Ron Howard, Karen Lunder","Imagine Entertainment, Netflix","R (Some Violence|Language Throughout|Drug Content)","Nov 24 2020","Nov 11 2020, limited",,"1h 56m",,"A Yale Law student drawn back to his Appalachian hometown reflects on his family's history and his own future.","Hillbilly Elegy","25","https://www.rottentomatoes.com/m/hillbilly_elegy",,"Vanessa Taylor"
,"48","$6.1M","James Franco, Seth Rogen, Lizzy Caplan","Seth Rogen, Evan Goldberg","Sony Pictures Entertainment","Comedy, Action, Adventure","English","Seth Rogen, Evan Goldberg, James Weaver","Point Grey","R (Crude and Sexual Humor|Bloody Violence|Nudity|Pervasive Language|Some Drug Use)","Mar 3 2015","Jan 2 2015, wide",,"1h 51m","Datasat Dolby Digital","Dave Skylark (James Franco) and his producer Aaron Rapoport (Seth Rogen) are the team behind the popular tabloid-TV show ""Skylark Tonight."" After learning that North Korea's Kim Jong Un (Randall Park) is a huge fan of the show, they successfully set up an interview with him, hoping to legitimize themselves as actual journalists. However, as Dave and Aaron prepare for their journey to Pyongyang, the CIA steps in, recruits them, and assigns them an incredible mission: Assassinate the dictator.","The Interview","51","https://www.rottentomatoes.com/m/the_interview_2014",,"Dan Sterling"
"Scope (2.35:1)","66","$120.6M","Amanda Seyfried, Lily James, Pierce Brosnan","Ol Parker","Universal Pictures","Musical, Comedy","English","Judy Craymer, Gary Goetzman","Playtone, Littlestar","PG-13 (Some Suggestive Material)","Oct 9 2018","Jul 20 2018, wide",,"1h 54m","Dolby Atmos DTS","In 1979 young Donna, Tanya and Rosie graduate from Oxford University -- leaving Donna free to embark on a series of adventures throughout Europe. On her journeys, she makes the acquaintances of Harry, Bill and Sam -- the latter whom she falls in love with, but he's also the man who breaks her heart. In the present day, Donna's pregnant daughter, Sophie, dreams of renovating a taverna while reuniting with her mother's old friends and boyfriends on the Greek island of Kalokairi.","Mamma Mia! Here We Go Again","79","https://www.rottentomatoes.com/m/mamma_mia_here_we_go_again",,"Ol Parker"
,"51",,"Ine Marie Wilmann, Kim S. Falck-Jørgensen, Mads Sjøgård Pettersen","Roar Uthaug",,"Action, Adventure, Fantasy, Mystery & thriller","Norwegian","Espen Horn, Kristian Strand Sinkerud, Jasmin Torbati","Motion Blur Films",,"Dec 1 2022",,,"1h 43m",,"Deep inside the mountain of Dovre, something gigantic awakens after being trapped for a thousand years. Destroying everything in its path, the creature is fast approaching the capital of Norway. But how do you stop something you thought only existed in Norwegian folklore?","Troll","90","https://www.rottentomatoes.com/m/troll_2022",,"Espen Aukan"
,"53",,"Madeline Brewer, Patch Darragh, Melora Walters","Daniel Goldhaber",,"Horror, Mystery & thriller","English","Greg Gilreath, Adam Hendricks, John H. Lang, Isabelle Link-Levy","Blumhouse Productions",,"Nov 16 2018",,,"1h 34m",,"A camgirl has her principles, until a mysterious woman who looks just like her takes over her channel.","Cam","93","https://www.rottentomatoes.com/m/cam",,"Isa Mazzei"
"Scope (2.35:1)","57",,"Zac Efron, Lily Collins, Haley Joel Osment","Joe Berlinger",,"Biography, Crime, Drama","English","Nicolas Chartier, Michael Costigan, Ara Keshishian, Michael Simkin","Netflix, COTA Films, Voltage Pictures, Ninjas Runnin' Wild Productions","R (Nudity|Language|Disturbing/Violent Content|Some Sexuality)","May 3 2019",,,"1h 50m",,"A chronicle of the crimes of Ted Bundy from the perspective of his longtime girlfriend, who refused to believe the truth about him for years.","Extremely Wicked, Shockingly Evil and Vile","55","https://www.rottentomatoes.com/m/extremely_wicked_shockingly_evil_and_vile",,"Michael Werwie"
,"92",,"John Belushi, Dan Aykroyd, James Brown","John Landis","Universal Pictures","Musical, Comedy, Action","English","Robert K. Weiss","Universal Pictures","R","Jun 15 2012","Jun 18 1980, wide",,"2h 13m","Dolby Mono","After his release from prison, Jake (John Belushi) reunites with his brother, Elwood (Dan Aykroyd) -- collectively known as the ""Blues Brothers."" Jake's first task is to save the orphanage the brothers grew up in from closing, by raising $5,000 to pay back taxes. The two are convinced they can earn the money by getting their old band back together. However, after playing several gigs and making a few enemies, including the police, the brothers face daunting odds to deliver the money on time.","The Blues Brothers","72","https://www.rottentomatoes.com/m/blues_brothers",,"Dan Aykroyd, John Landis"
,"32",,"Jeffrey Wright, Alexander Skarsgård, James Badge Dale","Jeremy Saulnier",,"Mystery & thriller, Adventure","English","Eva Maria Daniels, Russell Ackerman, John Schoenfelder","Netflix, Film Science, Addictive Pictures","TVMA","Sep 28 2018",,,"2h 5m",,"Summoned to a remote Alaskan village to search for the wolves that killed three children, a wolf expert soon finds himself unraveling a harrowing mystery.","Hold the Dark","69","https://www.rottentomatoes.com/m/hold_the_dark",,"Macon Blair"
